SnapDate,Srce,Province,PublishedDate,PropertyType,PropertyState,Bdroom,Bath,Parking,MtTot,PriceUF,UFxMt2,ValueScore,Score,Link
20200707,portal inmobiliario,Providencia,12/05/2020,Aparment,usada,3,2,1,100,6450,64,2200,341,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5607307-roman-diaz-manuel-a-maira-uda#position=23&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Providencia,03/01/2020,Aparment,usada,3,3,2,100,6790,67,2800,412,https://www.portalinmobiliario.com/MLC-518231503-propiedad-en-metro-pedro-de-valdivia-_JM#position=38&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Providencia,02/07/2020,Aparment,usada,3,2,1,104,6580,63,2288,347,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5669728-francisco-bilbao-ricardo-lyon-uda#position=2&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Providencia,06/13/2020,Aparment,usada,3,2,1,102,6500,63,2244,345,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5662665-barrio-italia-metro-estacion-santa-isabel-y-parque-bustamante-uda#position=10&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Providencia,03/07/2020,Aparment,usada,3,2,1,100,6500,65,2200,338,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5695376-barrio-italia-metro-estacion-santa-isabel-y-parque-bustamante-barrio-italia-providencia-uda#position=1&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Providencia,05/26/2020,Aparment,usada,3,2,1,113,6900,61,2486,360,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5631559-genova-perdo-de-valdivia-uda#position=19&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
20200707,portal inmobiliario,Las Condes,05/03/2020,Aparment,usada,4,3,2,135,6944,51,4320,622,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5461677-cercano-a-metros-escuela-militar-y-metro-colon-uda#position=20&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/18/2020,Aparment,usada,3,3,2,110,6600,60,3080,466,https://www.portalinmobiliario.com/MLC-522359347-propiedad-en-manquehue-oportunidad-_JM#position=18&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,04/28/2020,Aparment,usada,3,3,2,120,6900,57,3360,486,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5581539-las-condesmall-sport2-estacionamientos-uda#position=13&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,05/05/2020,Aparment,usada,3,3,2,120,6900,57,3360,486,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5593365-las-condesmall-sport2-estacionamientos-uda#position=12&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/07/2020,Aparment,usada,3,2,1,105,7000,66,2310,330,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5697045-san-cresente-100-uda#position=1&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,11/06/2020,Aparment,usada,3,2,1,102,7000,68,2244,320,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5659107-vendo-departamento-remodelado-3-dormitorios-en-san-crescente-golf-sur-uda#position=6&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,06/30/2020,Aparment,usada,3,2,2,108,6900,63,2592,375,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5689558-robinson-crusoe-cristobal-colon-uda#position=28&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,05/15/2020,Aparment,usada,3,3,2,110,6600,60,3080,466,https://www.portalinmobiliario.com/MLC-527160290-propiedad-en-manquehue-oportunidad-_JM#position=10&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/18/2020,Aparment,usada,4,5,3,120,6900,57,5040,730,https://www.portalinmobiliario.com/MLC-522359348-propiedad-en-pontevedra-nor-oriente-_JM#position=17&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,02/20/2020,Aparment,usada,3,3,1,108,6900,63,2808,406,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4669474-metro-colon-uda#position=23&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,05/24/2020,Aparment,usada,3,2,1,100,6800,68,2200,323,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5627159-mar-del-sur-cristobal-colon-uda#position=9&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,04/04/2020,Aparment,usada,4,3,1,114,5381,47,3420,635,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5542891-iv-centenario-afleming-uda#position=15&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,09/06/2020,Aparment,usada,3,3,1,120,6944,57,3120,449,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5593259-rotonda-atenas-cristobal-colon-uda#position=7&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,10/09/2019,Aparment,usada,4,3,1,114,6800,59,3420,502,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5067096-avenida-cristobal-colon-3940-departamento-713-uda#position=27&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,06/26/2020,Aparment,usada,3,2,1,102,6700,65,2244,334,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5683945-los-militares-noruega-uda#position=5&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,01/23/2020,Aparment,usada,4,3,1,104,6597,63,3120,472,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5372641-tomas-moro-monrroe-uda#position=25&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,01/07/2020,Aparment,usada,3,2,1,100,6800,68,2200,323,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5692445-mar-del-sur-uda#position=3&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/18/2020,Aparment,usada,4,5,3,120,6900,57,5040,730,https://www.portalinmobiliario.com/MLC-522359380-propiedad-en-pontevedra-nor-oriente-_JM#position=16&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/03/2020,Aparment,usada,3,2,1,105,7000,66,2310,330,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5470519-escuela-militar-uda#position=21&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,11/03/2020,Aparment,usada,3,2,1,102,6250,61,2244,359,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5465283-mar-del-sur-colon-sebastian-el-cano-uda#position=19&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,09/23/2019,Aparment,usada,3,3,2,120,6900,57,3360,486,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5084254-las-condesmall-sport2-estacionamientos-uda#position=26&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,02/25/2020,Aparment,usada,3,2,1,113,6800,60,2486,365,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5453886-cristobal-colon-tobalaba-uda#position=22&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,02/17/2020,Aparment,usada,3,2,1,102,7000,68,2244,320,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5431023-americo-vespucio-apoquindo-escuela-militar--uda#position=24&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,04/23/2020,Aparment,usada,3,3,2,100,6901,69,2800,405,https://www.portalinmobiliario.com/MLC-524430457-departamento-en-venta-metro-hernando-de-magallanes-_JM#position=14&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,12/05/2020,Aparment,usada,3,2,1,112,6486,57,2464,379,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5567352-martin-alonso-pinzon-5020-departamento-36-uda#position=11&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,03/07/2020,Aparment,usada,3,3,1,111,6850,61,2886,421,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5695864-sebastian-elcano-cristobal-colon-uda#position=2&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
20200707,portal inmobiliario,Las Condes,06/26/2020,Aparment,usada,3,2,1,102,6534,64,2244,343,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5685301-rotonda-atenas-colon-uda#position=4&type=item&tracking_id=d43fd5fe-c26d-4f4e-a916-f4bfaf3edcf1
